"H.takeuchi, T.yamazato, H.okada and M.katayama","A study of adaptive MMSE receivers in frequency domain for DS-CDMA ","Technical Report of IEICE, vol.WBS2003-23, pp.5-8, Naha，Japan","In this paper, we consider the DS-CDMA system and the OFDM system is operated in the same area. And, FFT is used to transmit and receive for OFDM system. We consider an adaptive MMSE receivers using FFT for DS-CDMA system. This receiver performs better than the conventional receiver not using FFT. Furthermore, we show this method can be used for multicarrier(MC)-CDMA system, result in good performance.","Jun. 2003",
"K. Suzuki, H. Okada, T. Yamazato, and M. Katayama","Influence of Jitter of Sampling Clock on the Performance of a Wideband Software-Defined Radio Base Station","Technical Report of IEICE vol.SR03-7,pp.55-59, Kusatsu","One of the most important components in software-defined receiver is an Analog-to-Digital Converter(ADC). The quantization error in amplitude domain and the jitter of sampling clock in time domain are impotant features of the ADC. When the bandpass sampling is performed in a software-defined receiver which is used for wide-band systems, such as base stations of cellular systems, the sampling jitter may dominate the performance. Thus this manuscript discusses the influence of the sampling jitter to bit error rate performance in wide-band software-defined receiver which receives and demodulates multiple signals at the same time. ","Jun. 2003",
"H. Furukawa, H. Okada, T. Yamazato, M. Katayama","Space-Frequency Block Codes for Power Line Communication Systems with Mutual Coupling between Wires","Technical Report of IEICE, vol.WBS2003-29, pp.29-32, Naha","In Japan the pair of in-house 100V power-line consists of the grounded wire and one of hot wires of the single phase three-wire type power-line from a distribution transformer. In this configuration, the two pairs of in-house power-line sharing the same ground-wire have mutual coupling to each other in radio frequency. Under this condition, this manuscript proposes the employment of Space-Frequency Block Codes for communication between a transmitter connected to all of the three wires and a receiver connected to more than one pair of wires. The performance improvement by the proposed method is confirmed by numerical examples.","Jun. 2003",
"M. Harada, T. Yamazato, H. Okada, M. Katayama, A. Ogawa","Performance Improvement for Coded OFDM Systems with Adaptive Interleaving in Frequency Selective Fading Channel","IEICE Transactions on Fundamentals, vol.E86-A, no.6, pp.1541-1549","In an attempt to improve the performance under frequency selective fading environment, we develope in this paper an orthogonal frequency division multiplex (OFDM) system in which adaptive interleaving is applied. The adaptive interleaving is a method that assigns symbols adaptively to the subcarriers in order to cope with frequency selective fading based on a channel state information (CSI) sent back from the reception end. The concept of adaptive interleaving is to maximize a free Euclidean distance in the limited interleave size. In this paper, we extend the method by an introduction of bit interleaving and multiple trellis coded modulation (MTCM). MTCM assigns two or more symbols to one trellis branch and shows good performance in frequency selective fading. If we could assign those set of symbols with an aid of the adaptive interleaving, the performance improvement can be expected. Another improvement method considered in this paper is the use of bit interleaving. The bit interleaving techniques randomize the effect of channel more efficiently compared to the case of symbols interleaving. Thus the further performance improvement is expected. One draw back is that since the interleaving process is done in bit level, bit interleaving can not be applied to TCM nor MTCM. In this paper, we mainly focus on adaptive bit and symbol interleaving and discuss the  performance from the point of interleaving effect, and the error  correcting code (convolutional code and MTCM).","Jun. 2003",
"H. Okada, T. Egawa, T. Yamazato","Examples of Contents for Common Education","Japan WebCT User Conference, Nagoya","In this presentation, we introduce course contents for common education. One is “The Basics of Computer Theory”, which is opened for humanity and science students. This content is made according to the advice from Center for the Studies of Higher Education. The other is “From Bigbang to Today.” It is a simple content making use of video on demand.","Mar. 2003",
"H.Takeuchi, T.Yamazato, H.Okada, and M.Katayama","A study on linear filtering in frequency domain for DS-CDMA systems","IEICE General Conference, A-5-1, p.154, Sendai,Japan","","Mar. 2003",
"H. Furukawa, H. Okada, T. Yamazato, M. Katayama ","Signaling methods for broadcast transmission in power-line communication systems","7th International Symposium on Power Line Communications and Its Applications,pp.185-190, Kyoto,Japan","This manuscript discusses on the signaling method for inhouse power-line communication(PLC) system with server-client model. The power-lines considered are three-wire type, and the transmitter of the server is on all of the three wires, while each client receiver of clients is on a pair of power-lines. Because of the mutual coupling between wires, the communication between the transmitter and a receiver is as on two mutually connected channels. Thus transmit diversity technique is introduced to the PLC broad cast system, and the performance of the system with three types of coding schemes for transmit diversity technique is compared by numerical examples.","Mar. 2003",
"Y. Hirayama, H. Okada, T. Yamazato and M. Katayama ","Noise analysis on wide-band PLC with high sampling rate and long observation time","7th International Symposium on Power-Line Communications and Its Applications, pp.142-147, Kyoto, Japan","This manuscript reports the results of the measurement of wide-band PLC noise with high speed (50MHz) sampling and long (10.4s) observation duration. The measured noise is divided in frequency, and stochastic properties of the noise waveforms in each frequency bands, such as autocorrelations, probability density functions, and correlation coefficients between noise waveforms of different frequency bands are discussed. Cyclostationary features of the noise in each band is confirmed. It is found that the amplitude distribution in each band is different, and that Gaussian noise model is not a good approximation in higher frequency bands.","Mar. 2003",
"C. Zheng, T. Yamazato, H. Okada, M. Katayama, A. Ogawa","A Study on Turbo Soft-Decision Decoding for Hard Detected Optical Communication Signals","IEICE Transactions on Communications, vol.E86-B, no.3, pp.1022-1030","We propose a method to realize soft-decision decoding for hard-detected signals. In this paper, a novel concept is introduced as error-detected reliability. The method is very useful for optical fiber communications (OFC) as hard detection is the only detection method for the OFC systems. We demonstrate our proposed method using the turbo code in which soft information is required for decoding. As a result, the simulation shows slight difference in the range of moderate to high signal-to-noise ratio between the proposed decoding scheme and the conventional turbo decoding scheme. Moreover, the bit error rate of 10-11 can be achieved by serial concatenation of a Reed-Solomon code and a turbo code for Q-factor lower than 8.0 dB with a bandwidth expansion ratio of 33.3%.","Mar. 2003",
"C. Zheng, T. Yamazato, H. Okada, M. Katayama, A. Ogawa","Soft-Decision Decoding of Low-Density Parity-Check Codes for Hard-Detected Optical Communication Signals","IEICE Transactions on Communications, vol.E86-B, no.3, pp.1132-1135","A soft-decision decoding scheme of low-density parity-check codes (LDPC) is proposed for hard-detected signals of optical fiber communication (OFC) systems. Based on the error detection, the proposed scheme converts the received hard-decision into soft reliability for the input of the LDPC decoder, and soft-decision decoding is performed. Simulation results under OFC channels are shown and superior performance is obtained by using the proposed decoding scheme of the LDPC codes.","Mar. 2003",
"N. Ichikawa, M. Katayama, H. Okada, T. Yamazato, A. Ogawa","Comparison of Multiple Access Schemes in Multibeam Non-GEO Satellite Communication Systems","IEICE Transactions on Communications, vol.E86-B, no.2, pp.785-791","This paper describes an analytical method to estimate the amount of interference in multibeam non-geostationary satellite systems. The performance of CDMA is compared with that of FDMA (or TDMA) by employing the maximum acceptable number of users per cell in uplink as a measure. Numerical examples shows that the maximum acceptable number of users in FDMA (or TDMA) systems varies according to the altitude of the satellites, while the performance is insensitive to the altitude in CDMA systems. Then, it is found that the superior multiple access scheme depends on the altitude of the satellite.","Feb. 2003",
"Y. Tadokoro, H. Okada, T. Yamazato, M. Katayama, A. Ogawa","Performance Analysis of CDMA Unslotted ALOHA System Employing Successive Interference Cancellation","IEICE Transactions on Fundamentals, vol.J86-A, no.2, pp.168-178","In a CDMA Unslotted ALOHA system, multiple access interference(MAI) has a great influence on the system performance. The unequalness of signals\' power (e.x. Rayleigh fading) makes the influence more serious. The MAI may be suppressed by using interference cancellation technique. Such a technique has been considered in the system in which signals are transmitted continuously. In addition, the performance is evaluated by bit error rate. However, in a packet system, the performance depends on whether packets are successfully transmitted or not. In this paper, to suppress the MAI, CDMA Unslotted ALOHA system employing successive interference cancellation is proposed. The throughput performance of the proposed system is analyzed and evaluated. As the result, the performance is improved, and the performance under Rayleigh fading is better than that in the case of equal signals\' power.","Feb. 2003",
"Y. Kubo, H. Okada, T. Yamazato, and M. Katayama","{The measurement of indoor propagation channel and dependece charactarictcs of frequency, time, and physical space for space-time coding technic","Technical Report of IEICE vol.AP2002-136, pp.13-17, Kumamoto, Japan","For high reliablity of radio systems, employment of space-time coding is effective. There are, however, few reports on the measurement of indoor propagation, which can be used for considerations of space-time coding. In this manuscript, we report the measurement results of indoor propagation for the employment of space-time coding and discuss the characteristics of indoor propagation, especially the dependence on frequency, time, and physical space and the correlation characteristics about propagation loss.","Jan. 2003",
"R. Uchida, H. Okada, T. Yamazato, and M. Katayama","A study on statistical characteristic of bit-error rate with transmitter diversity in fading channels","Symposium on Information Theory and Its Applications (SITA), vol.1, pp.319-322, Ikaho, Gunma, Japan","In this paper, we analize a characteristic of wireless communication system from a viewpoint of probability distribution of bit-error rate (BER) for aiming to guarantee the reliability of wireless communication systems. A single transmission space diversity (time space repetitional coding) with M transmit antennas through independent slow Rayleigh fading channels is considered. The influence of combining method of the receiver, and the number of transmit antennas, to the BER distribution is clarified.","Dec. 2002",
"Y. Hirayama, H. Okada, T. Yamazato, and M. Katayama","Medium Access Control Protocol Based on Estimation of Multimedia Traffic with an Adaptive Algorithm in CDMA Packet Communications","IEICE Transactions on Fundamentals, vol.E85-A, no.12, pp.2868-2876","In this paper, we propose a medium access control (MAC) protocol for multimedia code division multiple access (CDMA) communications. In the proposed protocol, a base station (BS) estimates the instantaneous number of simultaneously transmitted packets in the future slots with exploiting a stochastic property of traffic. In order to carry out this estimation, we employ an adaptive algorithm. We evaluate the performance of the proposed protocol by comparing that with two different cases. One is no estimation case and the other is perfect estimation case. From these results, we clarify the advantage of the proposed MAC protocol.","Dec. 2002",
"K. Sugimoto, H. Okada, T. Yamazato, M. Katayama","Performance Improvement of OFDM System with Consideration on the Characteristics of Power-Line Noise","IEICE Transactions on Fundamentals, vol.E85-A, no.12 pp.2822-2829","In narrow band power-line communication (PLC) systems, which use frequency band below a few hundred kHz, the noise on power-line is non-white and non-stationary. Under such environment, the performance of Orthogonal Frequency Division Multiplex (OFDM) modulation system is analyzed, and time and frequency dependence of bit error rate (BER) is clarified. In addition, the possibility of performance improvement with the symbol level repetition coding employing cyclo-stationary feature of power-line noise is presented.","Dec. 2002",
"M. Honjo, T. Yamazato, H. Okada, M. Katayama, A. Ogawa","A Study on the Application of Error Concealment Technique to Real-Time Parallel Video Decoder","IEICE Transactions on Fundamentals, vol.J85-A, no.12, pp.1463-1468","As high error resilience and low delay decoding technique, RT-PVD (real-time parallel video decoder) has been proposed[1]. In this paper, we consider the performance of the RT-PVD in which error concealment (EC) technique is included. Ordinary, even if the EC was applied, secondary error propagation would be eventually caused. But in the RT-PVD, the random block noise was replaced by appropriate block of the reference frame sequence. So we could establish high PSNR gain and good perceptual quality without error propagation.","Dec. 2002",
"N. J. Thomas, H. Okada, T. Yamazato, M. Katayama","Calculation of Mobile Location using a Statistical Scatterer","Technical Report of IEICE, SST2002-34, pp.45-50, Akiho","A statistical technique to calculate the location of a signal source, e.g. a mobile phone, in a multipath, non--line of sight environment, is proposed. The technique relies on angular spread and relative time of arrival measurements of multipath signals received at a base station antenna array.  The source location is estimated using an a priori known statistical model for the distribution of single bounce multipath scatterers around the signal source, and fitting the measured channel impulse response received at the base station to this model. Further improvement in location estimation accuracy is demonstrated using the Kalman filter, or time average filter on the time sequence of location estimates in a moving scenario.","Oct. 2002",
"M. Harada, T. Yamazato, H. Okada, and M. Katayama","Spread Sequence for Multicarrier CDMA under the Effect of Nonlinear Amplifier","International Symposium on Information Theory and Its Applications (ISITA), pp.435-438, Xi'an","In this paper, we propose a spread sequence for asynchronous multicarrier code division multiple access (MC-CDMA). In MC-CDMA systems, performance degradation is mainly caused by nonlinear distortion due to high power amplifier (HPA) and multi-user interference. Since the peak envelope power (PEP) of multicarrier signals show large value, it is desirable to reduce the PEP as well as the multiuser interference components. The sequence, we propose, is based on the Hadamard and complementary sequence. Both of sequences are generated by similar procedures. To evaluate the performance of MC-CDMA system applying proposed sequence, we simulate the system under the effect of nonlinear amplifier.","Oct. 2002",
"M. Ito, A. Ogawa, T. Yamazato","Performance Evaluation of a Diversity Decoding Scheme for Punctured Convolutional Code","International Symposium on Information Theory and Its Applications (ISITA), pp.183-186, Xian, China","This paper discusses a scheme in which space diversity technique and iterative decoding for non systematic convolutional error-correcting code are effectively combined. Simulation results of the bit-error-rate performance of this scheme with respect to the punctured convolutional codes under AWGN and Rayleigh fading environment are presented. ","Oct. 2002",
"T. Shibata, N. Itoh, M. Fujimoto, N. Suzuki, A. Ogawa, T. Yamazato","A Proposal of OFDM Synchronization Scheme with Subtraction Operation","International Symposium on Information Theory and Its Applications (ISITA), pp.539-542, Xian, China","In this paper, a novel symbol synchronization scheme for OFDM signals is propsed. The scheme is based on the subtraction operation for the purpose of achieving reliable synchronization and frequence offset detection capabilities with a simple implementation.","Oct. 2002",
"C. Zheng, T. Yamazato, H. Okada, M. Katayama, A. Ogawa","Decoding of low-density parity-check codes for hard-detected optical fiber communication signals","International Symposium on Information Theory and Its Applications (ISITA), pp.331-334, Xi'an, China","A soft-decision decoding scheme of low-density parity-check codes (LDPC) is proposed for hard-detected signals of optical fiber communication (OFC) systems. The scheme converts the received hard-decision into soft reliability for the input of the LDPC decoder, and soft-decision decoding is performed. Simulation results under OFC channels are shown and superior performance is obtained by using the proposed decoding scheme of the LDPC codes.","Oct. 2002",
"H. Takeuchi, T. Yamazato, H. Okada, and M. Katayama","BER Performance of Asynchronous Multicarrier-CDMA System and Asynchronous DS-CDMA System in Frequency Selective Fading","7th International-OFDM Workshop 2002, PP.26-30, Hamburk, Germany","","Sep. 2002",
"M. Harada, T. Yamazato, H. Okada, and M. Katayama","Reduced Peak Power Transmission for Convolutionally Coded OFDM Signals","7th International-OFDM Workshop 2002, pp.102-106, Hamburk, Germany","In this paper, we propose a novel coding scheme to reduce a peak envelope power of convolutionally coded orthogonal frequency  devision multiplexing (OFDM) signals. In this system, convolutionally coded bits are mapped onto  symbol sequence. The symbol sequence have multiple symbols which are adjusted so as to show low peak envelope power. Also, applying a set partition to the symbol sequence enable to enlarge an Euclidean distance between each  sequence. We evaluate the performance of proposed system under the effect of nonlinear amplifier.","Sep. 2002",
"H. Okada, T. Yamazato, M. Katayama","Effect of Interleaving and FEC on the Throughput of CDMA Unslotted ALOHA System with Adaptive Multiuser Receiver","IEEE International Symposium on Personal, Indoor and Mobile Radio Communication (PIMRC), vol.2, pp.941-945, Lisbon, Portugal","A CDMA unslotted ALOHA system is a connectionless-type of CDMA packet communication system. In this system, a user station can transmit a packet asynchronously and randomly, and so the packet birth/death event is one of the most important problems for multiuser detection. We have proposed the CDMA unslotted ALOHA system using an adaptive filter receiver based on minimum mean square error criterion in [8], and shown the improvement in the throughput performance even considering the effect of birth/death event. The ensemble-averaged squared error, however, increases at the point of packet birth. In this paper, we employ interleaving and forward error correction (FEC) coding techniques to mitigate the momentary increase in ensemble-averaged squared error. The use of FEC, however, causes the increase in MAI due to redundancy bits of FEC. Moreover, signal power is reduced under the condition that the energy of an  information bit is the same. In such cases, whether an adaptive filter can operate effectively or not interests us. We evaluate the system performance and show that the improvement in throughput is achieved with interleaving and FEC techniques.","Sep. 2002",
"Y. Hirayama, H. Okada, T. Yamazato, M. Katayama","An access control protocol based on estimation of multimedia traffic with an adaptive algorithm in CDMA packet network","IEEE International Symposium on Personal, Indoor and Mobile Radio Communication (PIMRC), vol.2, pp.619-623, Lisboa, Portugal","In multimedia wireless communications, various types of traffic are handled. Generally, each of these traffic has a different stochastic property. An access control protocol for multimedia wireless communications, therefore, are required to adopt a stochastic property of multimedia traffic. Conventional access control protocols, however, do not consider such characteristics of multimedia traffic. In this paper, we propose an access control protocol for multimedia CDMA packet communications. The proposed protocol controls the data packet transmissions based on the estimation of the instantaneous number of simultaneously transmitted voice and video packets. This estimation exploits the stochastic property of multimedia traffic. To carry out such estimation, we employ an adaptive algorithm as an estimation method. We evaluate the performance of the proposed protocol by comparing it with the performance in the case where a stochastic property of traffic is not considered.","Sep. 2002",
"T. Shibata, N. Itoh, M. Fujimoto, N. Suzuki, A. Ogawa, T. Yamazato, M. Harada","A Proposal of OFDM Synchronization Scheme with Subtraction Operation","7th International-OFDM Workshop 2002, pp.237-240, Hamburk, Germany","","Sep. 2002",
"M. Katayama [supervisor] (M. Katayama, S. Tsuzuki, K. Yamazato, et al.)","Power Line Communication Systems","Trikeps","","Jul. 2002",
"K. Naito, H. Okada, M. Saito, T. Yamazato, and M. Katayama","New Analytical Model for TCP in wireless Environments","IEICE Transactions on Fundamentals, vol.E85-A, no.7, pp.1501-1510","We propose a new analytical model of Transmission Control Protocol (TCP) in wireless environments where transmission errors occur frequently. In our proposed model, we consider the exponential increase of a congestion window and the exponential increase of a timeout back-off. Finally, we have clarified the behavior of TCP mechanisms of different versions and TCP throughput characteristics analytically. From our result, the behavior of TCP mechanisms is different in each implementation version. These differences mean that the required characteristics of wireless links are different in each implementation version. Therefore, our proposed model is a base analysis of designing wireless link mechanisms.","Jul. 2002",
"Y. Hirayama, H. Okada, T. Yamazato, and M. Katayama","An Access Control Protocol Based on Estimation of Traffic with an Adaptive Algorithm in Multimedia CDMA Packet Communications","Technical Report of IEICE, vol.102, no.204, RCS2002-99, pp.55-60, Hokkaido, Japan","In a multimedia communication, various types of traffic are handled. Generally, each traffic in a multimedia communication has a different stochastic property. Conventional access control protocols do not consider such characteristics of multimedia traffic. We propose a new access control protocol for multimedia CDMA packet communications in which stochastic properties of multimedia traffic is considers. The proposed protocol controls packet transmissions based on estimation of the instantaneous number of simultaneously transmitted packets. This estimation is carried out by an adaptive algorithm. Simulation results show the advantage of the proposed protocol over the protocol which does not estimate the number of simultaneously transmitted packets.","Jul. 2002",
"Y. HIRAYAMA, H. OKADA, T. YAMAZATO, and M. KATAYAMA","Statistical Noise Characterization for Wide Band Power Line","Technical Report of IEICE, vol.SST2002-13, pp.7-12, Nigata, Japan","The wide band power-line communication system (PLC) has been drawing much attention as an alternative communication system. To realize reliable high-speed data transmissions, it is essential to understand the noise feature on the power-line. Noise characteristics of the narrow band PLC have been discussed in previous papers, however, there is few report on the wide band PLC noise. In this paper, we prepare a noise measurement system and discuss on the measured noise characteristics in wide band. As a result, we show that the noise characteristics differ greatly dependents on frequency.","Jul. 2002",
"H. Furukawa, H. Okada, T. Yamazato, M. Katayama","Transmitting/Receiving Diversity Method using Single-phase Three-wire Power-Line for Power-Line Communication","Technical Report of IEICE, vol.SST2002-14, pp.13-17, Nagaoka, Japan","The low voltage distribution power-lines from the distribution transformer to the fuse box are single-phase and three-wire type and the In-house power-lines are single-phase and two-wire type in Japan. The two-wire type power-lines are constructed of a pair of wires of the three-wire type power-lines. And the two-wire type power-lines are used as 200V or 100V AC. Under this condition, there is mutual coupling between different pair of power-lines. Therefore it is possible to improve performance of the power-line for communication by using the Space-Frequency Coding when the transmitter or receiver is on at least two pairs of power-lines. In this paper, the transmitting/receiving diversity method using the Space-Frequency Code for Power-Line communication is proposed and the effectiveness of this method has been confirmed by experiments.","Jul. 2002",
"C. Zheng, T. Yamazato, H. Okada, M. Katayama, and A. Ogawa","Turbo Decoding for Hard-Detected Signals of Fiber Optical Communications","IASTED Wireless and Optical Communications 2002 (WOC 2002) Conference, Banff, Canada","We propose a method to realize the soft-decision decoding for the hard-detected signals. In this paper, a novel concept is introduced as "error-detected reliability". The method is very useful for fiber optical communication systems as hard detection is the only detection method for the systems. We demonstrate our proposed method using the turbo code in which the soft information is required for the decoding. As a result, the simulation shows slight difference in the range of moderate to high signal-to-noise ratio between the proposed decoding scheme and the conventional turbo decoding. Moreover, the bit error rate of 10^-11 can be achieved by serial concatenation of Reed-Solomon and turbo code for Q-factor lower than 8.0 dB with the  bandwidth expansion ratio of 33.3%.","Jul. 2002",
"K.Nisihara, H.Okada, T.Yamazato, and M.Katayama","A Study on Handover and Channel Allocation Scheme using Linear Shift Property of the Servicearea in Low Earth-Orbital Satellite","Technical Report of IEICE, vol.102, no.144,pp.15-18, Nagoya, Japan","In this paper, we discuss the handover and channel allocation scheme for cellular systems of Low Earth-Orbital (LEO) satellite. By using the linear sift property of LEO satellite, we propose the handover scheme in which a user use the same channel even if a handover occurs. Furthermore, we propose the dynamic channel allocation scheme taking account of the centralized cellular system of LEO Satellite. In this scheme, a channel is assigned according to the objective function which is calculated by user and channel distribution. From comparison of numerical results, we show that the proposed scheme can improve the blocking probability.","Jun. 2002",
"M. Matsui, T. Yamazato, M. Katayama, A. Ogawa","A study on SOVA based Turbo-decoding with threshold","IEICE Transactions on Fundamentals, vol.J85-A, no.5, pp.606-609","In this paper, we propose a new SOVA based Turbo-decoding scheme which applys a variable threshold to the output of each of the component decoder. The value of the threshold is determined accoding to the distribution of the observed output of each of the component decoder. We show that our proposed scheme gives the better BER performance than conventional one.","May 2002",
"S. Makido, M. Honjo, T. Yamazato, H. OKada, M. Katayama, A. Ogawa","Performance Evaluation of PredictionError Based MAP Receiver for DCT Compressed Image Transmission","The Journal of the Institute of Television Engineers of Japan, vol.56, no.5, pp.842-845","","May 2002",
"T. Yamazato, S. Kajita, H. Okada","Potentiality of Campus Portal","IEICE General Conference, KD-1-2, pp.257-258, Tokyo, Japan","","Mar. 2002",
"H.takeuchi, T.yamazato, H.okada and M.katayama","BER Performance Analysis of Multicarrier-CDMA Systems in Multipath Fading Channel","Technical Report of IEICE, vol.SST2001-171, pp.13-18, Ibaragi, Japan","This paper presents the BER analysis of the asynchronous Multicarrier (MC)-CDMA system in multipath fading channel. We derive the BER of the MC-CDMA and compared with that of the DS-CDMA. We found that the BER of the MC-CDMA is a little worse than that of the band-limited DS-CDMA under the same bandwidth and the same spreading factor, and when the number of multipath is infinity, the BER of both systems are regarded as being that for the case without fading channel. However, if the number of multipath is more than the number of finger of Rake receiver, the MC-CDMA system can perform better than the DS-CDMA system.","Mar. 2002",
"T. Kume, T. Yamazato, K. Ban, H. Okada, and M. Katayama","CDMA Packet Recognition and Signal Acquisition using LMS-based Adaptive Receiver","IEEE Wireless Communications and Networking Conference (WCNC), vol.1, pp.379-383, Orlando, USA","In this paper, we propose a new packet recognition and signal acquisition scheme with an adaptive linear filter based on an Least Mean Square (LMS) algorithm for code-division multiple access (CDMA) packet systems. In CDMA systems, conventional receivers with matched filtering suffer from the near-far problem due to multiple access interference (MAI). In  general, closed-loop power control is used in order to reduce the influence of the near-far  problem. However, closed-loop power control is unsuitable for packet systems. Hence, in order to eliminate the influences of the near-far problem, we focus on an adaptive receiver based on an LMS algorithm for a packet recognition and signal acquisition in CDMA packet systems. ","Mar. 2002",
"H. Muramatsu, M. Harada, T. Yamazato, H. Okada, M. Katayama","Effect of Nonlinear Amplifiers of Transmitters in Multicarrier CDMA Systems","IEICE Transactions on Fundamentals, vol.J85-A, no.3, pp.340-348","In this paper, we compare Multicarrier(MC-) CDMA systems with DS-CDMA systems in the asynchronous uplink channel. First, we analysis signal to noise inteference ratio (SNIR) of asynchronous MC-CDMA systmes in AWGN channel, in order to show the basic performance of MC-CDMA systems. Then, we discuss the effect of nonlinear amplifiers of trnasmitters in MC-CDMA systems, which are usually required using in the mobile terminals for the uplink. We evaluate bit error rate preformance taking account of out-of-band emission.","Mar. 2002",
"R. Chang, C. Zheng, T. Yamazato, M. Katayama, A. Ogawa","A study on Iterative Decoding and Diversity Scheme for Correlated Rayleigh Fading Signals","IEICE General Conference, B-5-221, p.672, Tokyo, Japan","","Mar. 2002",
"M. Honjo, S. Makido, T. Yamazato, H. Okada, M. Katayama, A. Ogawa","The Real-Time Parallel Video Decoder Considered on the Complexity and Delay of Error Correcting Decoding","IEICE Transactions on Fundamentals, vol.J85-A, no.2, pp.214-230"," In this paper, a new video decoding scheme integrating error correcting decoder is proposed. In video data transmission, some error correcting code should be equipped to keep video data quality. But in many cases it would need much complex calculation and delay at the decoder when high quality of video data is required. Then, we prepare the two error correcting decoders against one error correcting encoder, where they are different in the delay and the reliability. Due to reconstructing output frame and reference frame separately with two outputs, less delay and less degradation is accomplished. The video quality is analyzed with the 3-D DPCM parallel decoder. Here we show that the degradation of output frame is minimized when no error exists in the reference frame. And we evaluate the simulation results using concatenating code as an example of two output error correcting decoder. Here we show that it is possible to maintain the video quality and achieves graceful degradation in low channel energy, especially in Rayleigh fading channel. Furthermore in the subjective evaluation, we can confirm that the degradation seems to less impression than general decoding in the same PSNR.","Feb. 2002",
"M. Harada, T. Yamazato, H. Okada, and M. Katayama","A Study on Reducing Peak Power of MTCM OFDM Systems","Symposium on Information Theory and Its Applications (SITA), vol.1, pp.71-74, Kobe, Japan","In this paper, we discuss about the multiple trellis coded modulation (MTCM) OFDM system. Several methd for ceded modulation have been reported. Here we propose the code which is designed based on the complementary sequence for aiming to reduce the peak power of OFDM signals. We evaluate the performance of this system under the effect of nonlinear amplifier.","Dec. 2001",
"Takaya Yamazato","[Invited talk] Spread spectrum technology and its applications -- from CDMA, bluetooth, 2.4GHz wireless LAN to future topics","Society of Signal Processing Applications and Technology, MST2001 DSP Symposium, D-4, pp.39-59, Tokyo Big Sight, Chiba, Japan","","Nov. 2001",
"M. Honjo, S. Makido, T. Yamazato, H. Okada, M. Katayama, A. Ogawa","Hierarchical Transmission of Video Signal Using Multi-Code DS/SS Modulation Based on DCT Coefficients","IEEE Global Communications Conference (GLOBECOM), vol.6, pp.3395-3399, San Antonio, USA","In this paper, we propose a hierarchical transmission of video signal using multi-code DS/SS modulation. Assigning an appropriate distribution of transmission energy to DCT coefficients, it is possible to control the picture quality depending on the channel quality. We consider a hierarchical structure based on the variance of DCT coefficient and transmit each coefficient using multi-code DS/SS modulation. The analysis is carried out to show the effectiveness of our scheme using 2-D Gauss-Markov random field, which represents image data. It is shown that by an appropriate energy assignment to each stratum (a branch of multi-code DS/SS), it is possible to maintain picture quality even in bad channel quality.","Nov. 2001",
"Y. Tadokoro, H. Okada, T. Yamazato, M. Katayama, A. Ogawa","A New Packet Detection Scheme in CDMA Unslotted ALOHA System with Successive Interference Cancellation","IEEE Global Communications Conference (GLOBECOM), vol.5, pp.3173-3177, San Antonio, U.S.A","A packet detection is one of the most important problems in packet communication systems. In a CDMA Unslotted ALOHA system, which is one of the wireless packet communication systems, Multiple Access Interference(MAI) makes the performance of the packet detection worse. To reduce the effect of MAI, we propose a new packet detection scheme in this paper. In this scheme, Successive Interference Cancellation(SIC) is applied. The packet's signal is detected after the cancellation of MAI using SIC. This proposed scheme gives good performance of the packet detection.","Nov. 2001",
"H. Okada, T. Yamazato","A Connection Service for Personal Terminals via LAN Sockets/Wireless LAN at CIMS, Nagoya University","IPSJ SIG Notes, DSM, pp.31-36, Iwate, Japan","Center for Information Media Studies (CIMS) in Nagoya University was established with the aim of development of information education systems. We aim not only at the fulfillment of the computer literacy education, but also at the educational breakthrough by utilizing the multi-media technologies. More than 800 terminals are located campus wide in Nagoya University. In the future, it is expected that many students take their own computer to the campus, connect it to the information education network, and take lessons. To realize this plan, a connection service for personal terminals via LAN sockets/wireless LAN has been in experimental operation since May 2000. In this report, we describe a brief summary about this system, and discuss the issue of the system.","Oct. 2001",
"T. Yamazato, M. Harada, H. Muramatsu, H. Okada and M. Katayama","DS-CDMA v.s. MC-CDMA","Technical Report of IEICE, SST2001-47, pp.37-44, Tokyo Japan","In this paper, we compare Multicarrier (MC-) CDMA systems with DS-CDMA systems in the asynchronous uplink channel. First, we analysis signal to noise inteference ratio (SNIR) of asynchronous MC-CDMA systmes in AWGN channel, in order to show the basic performance of MC-CDMA systems. Then, we discuss the effect of nonlinear amplifiers of trnasmitters in MC-CDMA systems, which are usually required using in the mobile terminals for the uplink. We evaluate bit error rate preformance taking account of out-of-band emission.  ","Oct. 2001",
"T. Morikami, H. Okada, T. Yamazato, M. Katayama","A Study on Digital Signal Processing in Frequency Domain for a Broadband Software-Defined Base Station","Technical Report of IEICE, SR01-17, pp.71-77","In this study, we consider a broadband software-defined base station receiver, which simultaneously processes signals of different modulation and multiple access schemes. For such a system, division/selection of individual signals is an important task. In this manuscript,discrete Fourier transform (DFT) is employed for this purpose, and after the separation of signals, they are processed all in frequency domain. In addition, we discuss the influence of key parameters of DFT to BER performance.","Oct. 2001",
